date,title
1986-08-09,Oil Award Becomes State Aid For Needy 
1986-08-09,Oil Prices Too High To Justify 
1986-08-09,Prepare To Pay Gas Prices To Go Upward 
1986-08-11,Saudi Oil Output Still High 
1986-08-11,Unleaded Gas Priced Too High Analysts 
1986-08-12,Coal Company Executive Sees No Major Opec Action Gains 
1986-08-12,Two More Oil Firms Hike Price Of Gas 
1986-08-13,Ashland Oil Accuses ExOfficial Of Personal Vendetta On Firm 
1986-08-13,Independents Gasoline Cost Ui 
1986-08-13,MidYear Results Paint Dismal Picture For Oil 
1986-08-13,Var News Sends Oil Futures Higher 
1986-08-14,Panhandle White Oil Producers Lose Court Appeal 
1986-08-14,World Oil Prices SeeSaw Nigeria Cuts Production 
1986-08-16,Price Wars Possible In Gasoline Market 
1986-08-16,Shedding Light On Heavy Oil What Is Heavy Oil 
1986-08-17,Gas Watcher Sees War At The Pump 
1986-08-17,Gasoline Prices Might Be Trimmed 
1986-08-18,Analyst Fears Results Of New Gas Wars 
1986-08-18,Fuel Prices May Fall 
1986-08-18,Gas Price Wars Loom In Says Analyst 
1986-08-18,Gasoline Price Cuts Forecast 
1986-08-18,Nation World Analyst Says Oil Price Wars Coming 
1986-08-18,Oil Analyst Says Gasoline Price Wars Loom 
1986-08-18,Price War Erupts In Oil Industry 
1986-08-18,Undeclared Price War May Mean Further Drop In Price Of Gasoline
1986-08-18,Undeclared Price War Sets Stage For Gasoline Price Drop 
1986-08-18,Undeclared Price War To Assist Gas Price Drop 
1986-08-19,Energy Financial Sectors Draw Foreign Investors 
1986-08-19,Gasoline Dealers Face Company Competition The Companies Are 
1986-08-19,Soviets Expected To Hike Oil Exports Report Says 
1986-08-21,Rices Am Of Gasoline Futures Advance 
1986-08-21,Shell Follows Suit Raises Its Buying Price For Crude 
1986-08-21,Us Analysts Predict ThreePerCent Inflation Increase 
1986-08-22,Large Oil Refiners Boost Price For Crude To 21 
1986-08-22,Oil Refiners Offer More For Crude 
1986-08-22,Refiners Increase Price Theyll Pay 
1986-08-23,A Dream Final Pullout May End Search For Northern Oil 
1986-08-23,Raises Price Of Tapis Crude 
1986-08-23,Underweight On Integrated Oil Stocks 
1986-08-24,Refineries An Oil Bright Spot 
1986-08-27,Gulf States Ponder Ways To Meet Iranian Threat 
1986-08-27,Norway May Support Opec Move To Boost Oil Prices 
1986-08-28,Art Buchwald Millionaire Hasbeens 
1986-08-28,Oil Futures Mixed 
1986-08-28,Us Boosting Oil Reserves 
1986-08-29,Oil Imports With Little Notice Us Slides Into Trouble 
1986-09-01,Oman Will Reduce Its Oil Production 
1986-09-02,Heating Oil Prices May Remain Low 
1986-09-02,New York Analysts Heating Oil To Remain A Bargain 
1986-09-03,Price Of Oil Increases 
1986-09-04,Oil Retailing Sectors Push Stocks Higher 
1986-09-04,Oil Slump Has Already Cost About 50000 Jobs 
1986-09-04,Opec Solidarity Lifts Oil Futures 
1986-09-05,Oil Industry Calls For Tax Changes 
1986-09-05,Share Prices Rise To Record In 
1986-09-06,Model Predicts Very Large Increase In Us Oil Imports 
1986-09-06,Model Sees Hefty Rise In Oil Imports 
1986-09-06,Prices Likely To Remain Low This Winter In Us 
1986-09-07,Heating Oil Prices At A SixYear Low 
1986-09-08,Energy Department To Buy Oil For Strategic Reserve 
1986-09-08,Gasoline Price Climb Slows 
1986-09-09,Energy Chief Says Oil Too High To Buy 
1986-09-09,Ottawa Scraps Wellhead Tax On Oil And Gas 
1986-09-09,Price Rules Out Oil Purchases 
1986-09-10,Crude Oil May Be In For Price Slide Say Analysts 
1986-09-10,Saudi Arabia Exceeding Output Limits For Crude Oil Traders Say
1986-09-11,200000 Gallons Of Crude Spihed In River 
1986-09-11,Big Oil Spill 
1986-09-11,Heating Costs Seen Staying Low 
1986-09-11,Major Spill Hits Delaware River 
1986-09-11,Oil Futures Drop 
1986-09-11,Oil Futures Fall Under Heavy Pressure 
1986-09-11,Oil Spill Fouls Delaware River 
1986-09-11,Oil Use Increase Seen 
1986-09-11,Tanker Spills Crude Oil Into River 
1986-09-12,Crews Clean Up Delaware River Spill 
1986-09-12,Crews Work To Contain Major Oil Spill On Delaware River 
1986-09-12,Paying Too Much For Natural Gas 
1986-09-12,Ultramar To Buy Alberta Crude 
1986-09-14,All Oil Producing Nations Must Limit Output To Stabilize 
1986-09-14,Everglades Oil Spill Larger Than Predicted 
1986-09-14,Everglades Oil Spill May Pass Estimates 
1986-09-14,Gasoline Competition Stiff Troubled Times For Dealers 
1986-09-14,Glades Oil Spill Said Horrendous 
1986-09-14,Insurance Norway To Support Opec With Token Future 
1986-09-14,Pill Is Everglades Nowhere Oil Inan Originally Reported 
1986-09-15,Egypt Increases Crude Oil Prices 
1986-09-15,ExChairman Of Ashland Oil Admits Scheme With Iran Fin 
1986-09-16,New Oil Extraction Tests Set 
1986-09-16,Rude Oil Falls Nearly 80 Cents A Barrel 
1986-09-17,Oil Industry Depression Called Severe 
1986-09-17,Purchases Drop Price Of Crude Oil 
1986-09-17,States Oil Purchasers Drop Price 
1986-09-18,Crude Prices Drop 
1986-09-18,Energy Futures Rise Despite Oil Surplus 
1986-09-18,Plunging Prices Push Oil Imports Up To 6Year High 
1986-09-20,Going Down Gas Heating Price Drop Seen 
1986-09-21,Foreign Investors Like Canadas Oil Gas 
1986-09-23,Committee Uosts Gas Prices Slide Will Discuss Was Tenure 
1986-09-23,Consumer Prices Rose During August 
1986-09-23,Consumer Prices Up 
1986-09-23,House Panel Finds Additional Revenue 
1986-09-23,Oil Advantage We Have Enjoyed Crude And Refined Products 
1986-09-23,Prices Put On Best 8 Month Show Since 55 
1986-09-23,Retail Prices Inch Up In August 
1986-09-24,Consumer Prices Stop Decline Rise Slightly 
1986-09-24,Higher Prices For Food Clothing Offset Drop In Gas Costs 
1986-09-26,Esso Petroleum Canada Notice To Alberta Oil Producers 
1986-09-27,A 120Day Supply Us Keeps Extra Oil Supply For Emergency
1986-10-01,Number Of Permits To Drill Oil Natural Gas Decreases 50 
1986-10-01,Oil Prices Keep Lid On Inflation 
1986-10-02,Energy Prices Rise As Refineries Slow 
1986-10-02,Opec Ministers Seem Ready To Sign Production Accord 
1986-10-05,Us Oil Reserves Shrinking Fast 
1986-10-07,Free Trade In Oil Cited As Bargaining Chip 
1986-10-08,Analysts At Odds Over Direction Of Oil Stocks 
1986-10-08,Extended Opec Pact Could Boost Oil Prices 
1986-10-08,Ministers To Extend Oil Control 
1986-10-08,Most Opec Members Favor Production Cuts 
1986-10-08,Opec Extension May Boost Prices 
1986-10-08,Opec May Extend Controls To Boost Oil Prices 
1986-10-08,Opec Ministers Appear Ready To Extend Production Controls 
1986-10-09,Opec Nears Accord On Oil Production 
1986-10-09,Us Gets Nervous Over Oil Price Aid 
1986-10-11,Gasoline Costs Increase Raise Wholesale Prices 
1986-10-14,Higher Oil Drice Unlikely 
1986-10-14,Oil Products Dip On Opec Uncertainty 
1986-10-15,Oil Prices Going Down As Opec Talks Falter 
1986-10-15,Oil Prices Stabilize As Opec Talks Continue Am Arabia Anain 
1986-10-15,Oil Prices Stabilize But Market Nervous Analysts Say 
1986-10-16,Oil Regulation Cost 25 Billion 
1986-10-17,Output Rises Oil Imports Jump 
1986-10-18,Texaco Blames Low Oil Prices For Decline In Profits 
1986-10-20,Demand For Gas May Put A Strain On Supply By 88 
1986-10-20,Experts Foresee Gasoline Shortage 
1986-10-20,Industry Projection Foresees Shortage Of Gasoline In 1988 
1986-10-21,Gasoline Prices May Get Pushed Up 
1986-10-22,Heating Oil Prices Lower This Season 
1986-10-22,Opec Ministers Agree To Move Strengthening Oil Prices 
1986-10-23,Canada Getting Hooked On Oil Imports 
1986-10-23,Crude Oil Prices Slump On Futures Markets 
1986-10-23,Higher Gasoline HeatingOil Prices Expected From Opec Accord
1986-10-24,Opec Accord Only Temporary 
1986-10-24,Standard Oils Profit Plunges 85 Pet 
1986-10-25,20pc Average Decline In Export Prices Expected 
1986-10-26,CRUDE PRICES DRIFT DOWN IN EUROPE
1986-10-27,Ask Reagan To Threaten Opec 
1986-10-27,Oil Producers Urge Action Against Opec 
1986-10-28,4 Oil Companies Record Lower 
1986-10-29,Gasoline Goes Up 
1986-10-29,Oil Prices Surge 
1986-10-30,Opec Talks Call Sends Oil Prices Up 
1986-10-30,Removal Of Yamani Lifts Oil Prices 
1986-10-31,Financial Markets Bet Crude Oil Prices Headed Up 
1986-10-31,Firing Pumps Up Oil Prices 
1986-10-31,Ministers Departure Pushes Oil Prices Up 
1986-10-31,Oil Prices On The Rise 
1986-10-31,Oil Prices Rise In Wake Of Yamanis Departure 
1986-10-31,Oil Prices Surge After Yamani Fired 
1986-10-31,Oil Prices Surge After Yamanis Departure 
1986-10-31,Oil Prices Surge With Saudi Firing 
1986-10-31,Page 6a The News Friday October 31 1986 Oil Prices Surge 
1986-10-31,Saudis Urge Opec Oil Hike 
1986-11-04,Gasoline Prices Expected To Rise But Nobody Is Saying When 
1986-11-05,Ultramar Pumps Up Price Of Gasoline 2 Cents A Litre 
1986-11-21,The Case For An Oil Tax 
1986-11-23,A Good Time For New Import Tax On Oil 
1986-11-27,A Tax On Imported Oil May Be Due 
1986-12-01,Egypt Hoping For More Oil From Desert 
1986-12-03,Presenting A Case For Oil Tax 
1986-12-04,Import Tax On Oil An Idea Whose Time Has Come 
1986-12-05,Prices Too Low For Profit Conoco To Mothball Alaskan Oil Field
1986-12-08,Future Energy Sources Conservation Of Resources Essential
1986-12-08,To Export Crude Oil To Taiwan By Jeff Berliner 
1986-12-09,Opec Leaders Planning Return To Economic Power 
1986-12-10,Heating Oil Cost Begins Annual Climb Spokesmen Say Price 
1986-12-10,Low Oil Prices Mean Import Will Increase Energy Board 
1986-12-11,Canadas Dependence On Imported Oil Will Grow Unless Prices 
1986-12-11,Refineries May Need To Import Crude 
1986-12-12,Oil Slump Slows Area Exploration 
1986-12-12,Opec Ministers Open Talks In Quest For Higher Oil Prices 
1986-12-12,Opec Near Accorc On Production Cut Price Of Oil Moves 
1986-12-12,Opec Tentatively Oks Production Cuts Prices Rise 
1986-12-13,Iraq Holds Up Opec Accord On Plan To Raise Oil Prices 
1986-12-14,Decline In Us Oil Output Raising Fears Of Oil Shock 
1986-12-15,Iraq Hinders Opec On Production Cuts 
1986-12-15,Opec Leaders Fail To Reach Agreement 
1986-12-16,Iran Asks Opec To Suspend Iraq 
1986-12-16,Iraq Holding Up Opec Accord On Plan To Boost Oil Prices 
1986-12-16,Oil Prices Rising While Opec Ministers Talk 
1986-12-17,Hopes Seem Fading For Opec Accord 
1986-12-17,Iran Suggests Ousting Iraq From Opec 
1986-12-17,Iraqs Resistance Delays Deal Production Cuts By Opec 
1986-12-17,Opec Accord Is Uncertain 
1986-12-17,Opec Accord Remains Uncertain 
1986-12-17,Texas Executes Oil Prices Dip As Talks Murderer Breakthrough
1986-12-17,Treasury Not Keen On Dearer Oil 
1986-12-18,Oil Prices Fall As Talks Stall 
1986-12-18,Oil Prices Fall Opecs Hopes Fade 
1986-12-18,Oil Prices Falling As Opec Talks Stall 
1986-12-18,Opec Talks Stall Oil Prices Fall 
1986-12-19,Business Loss Of Of Oil Patch Funds Blamed On Feds 
1986-12-19,Saudi Arabia Offers Compromise On New Plan To Boost Oil Prices
1986-12-21,Iraq Out As Opec Agrees To Cut Output 
1986-12-21,Oil Analyst Says Opec Action Could Add 6 Cents To Gas Price
1986-12-21,Opec Lifts Oil Prices Reduces Production 
1986-12-21,Opec To Cut Output Hike Crude Oil Price 
1986-12-21,Slide In Gasoline Prices Is Unlikely To Continue Motorists 
1986-12-22,Oil Price Rise Seen Below Opec Target Cartel Cut Too 
1986-12-22,Oil Prices Up In London After Weekend Opec Pact 
1986-12-22,Petrol Expected To Increase Half A Cent After Oil Price Rise 
1986-12-23,Oil Hits Sus18 In Early Trade 
1986-12-23,Oil Prices Jump Agreement 
1986-12-23,Oil Prices Rise Sharply 
1986-12-24,Opecs Output Cuts To Fail Journal Says 
1986-12-24,Remember The Oil Shortage 
1986-12-25,Oil Futures Advance In Active Trading 
1986-12-25,Oil Futures Prices Gain 
1986-12-26,Gas Price Windfall Nearing End 
1986-12-26,Oil Price Drop Saves Millions 
1986-12-26,Us Drivers Reap Benefit From Cheap Oil 
1986-12-28,Opec Agreement Fuels 87 Gas Price Hike 
1986-12-29,Oil Price Slim Sets Pace For Eventful Year 
1986-12-29,The Coming Energy Crisis 
1986-12-29,Under Guidelines Major Oil Stocks Cheap Or Expensive 
1986-12-30,Creek Oil Leak Stopped 
1986-12-30,Crude Oil Prices Reach 10Month High 
1986-12-30,Oil Prices Boosted By New Opec Pact 
1986-12-30,Oil Prices Hit 10Month High 
1986-12-30,Oil Spurts After Signal From Opec 
1986-12-30,Opec Pact Will Hike Gas Prices By Spring 
1986-12-30,Pipeline Leak Sends Oil Into Lick Creek 
1986-12-31,Crude Oil Leaking Into Johnson County Creek 
1986-12-31,Oil Industry Is On Road To Recovery Study Says 
1986-12-31,Oil Prices Hit Highest Levels Since February 
1986-12-31,Oil Study Low Prices Hurt Us Producers 
1987-01-01,Opec Accord To Boost Prices Takes Effect 
1987-01-02,Gasoline Prices Are On The Increase 
1987-01-02,New Year Bringing Increase In Gasoline Prices At Bg Pumps 
1987-01-02,Trade Group Actions Hurt Domestic Oil Production 
1987-01-03,Oil Prices Remain Industry Quandary 
1987-01-04,Iraqi Jets Hit Iran Oil Export Terminal 
1987-01-04,Opec Plan May Boost Hess Profits 
1987-01-05,Crude Oil Prices Highest In A Year 
1987-01-05,New Year Opens Vith Increases In Gas Gas Prices 
1987-01-05,Opec Members Notify Clients Of New Prices 
1987-01-06,Crude Oil Prices Drop To Below 18 A Barrel 
1987-01-06,New Price For Indon Crude Oil 
1987-01-07,Fulton County Meeting Set Tonight On 5000Gallon Oil Spill 
1987-01-08,Oil Price Rise Not Good For All 
1987-01-09,Prices Down 
1987-01-09,Prices Of Energy Futures Sharply Higher 
1987-01-10,Retail Gasoline Prices Up Sharply 
1987-01-11,Cold Bolsters Oil Prices 
1987-01-12,Crude Oil Pump Prices Surge As Result Of Latest Opec Plan 
1987-01-12,Oil Prices Jump As Europe Freezes 
1987-01-12,Oil Reaches 19 A Barrel In Us Markets 
1987-01-12,Retail Gas Prices Jump Sharply 
1987-01-13,Europe Cold Helps Boost Oil Prices 
1987-01-13,Oil Imports Sharply Increase 
1987-01-13,Oil Prices Break 19 Barrier 
1987-01-13,Oil Prices Hit Nil Us 
1987-01-13,Oil Prices Rise As Europe Freezes 
1987-01-13,Oil Prices Rising 
1987-01-13,Oil Prices Up 
1987-01-14,Europes Freeze Heats Up Us Oil Price 
1987-01-14,Experts Predict Increase In Price Of Heating Oil 
1987-01-14,Gas Prices Expected To Rise 
1987-01-14,Oil Futures Retreat From 19 A Barrel 
1987-01-15,Around The Nation Oil Imports Rise 
1987-01-15,Dollar Falls Oil Prices Sales Jump 
1987-01-15,Lower Prices Pushed Oil 
1987-01-15,Oil Imports Keep On 
1987-01-15,Oil Prices Continue To Climb 
1987-01-15,Oil Prices Move Higher 
1987-01-16,Heating oil prices rise
1987-01-16,Real Test For Opec Expected In April 
1987-01-18,Fla Company Develops Process To Effectively Use Heavy Crude
1987-01-20,Inflation Lowest In 25 Years 
1987-01-21,1986 Inflation At Lowest Rate In Recent History 
1987-01-21,1986 Inflation Was 25Year Low 
1987-01-21,Consumer Prices Rose Modest In 86 On Wide Swings Of Oil Market
1987-01-21,Inflation Is Lowest In 25 Years Home Building At 8Year High
1987-01-22,Last Years Inflation Rate Lowest In 25 Years 
1987-01-23,Oil Companies Resist Opec Prices 
1987-01-23,Oviets Cut Oil Exports To Support Opecs Bid To Boost Prices 
1987-01-24,Soviet Union Cutting Its Oil Experts 
1987-01-25,Experts Gulf War May Hike Oil Prices 
1987-01-26,Gas Prices Rise 3 Cents Across Us 
1987-01-27,Escalated Gulf War May Affect Oil Prices 
1987-01-27,Oil Companies Report Drop In Earnings 
1987-01-27,Oil Firms Report Operating Profit Drop 
1987-01-27,Slump Cut Oil Firm Profits But Bottom Line Is Looking Uf 
1987-01-28,Major Oil Companies Post Losses 
1987-01-28,Oil Profits Dive 
1987-01-29,Crude Oil Costs Trim Texaco Profit 
1987-01-29,Heating Oil Prices Jump By 42 Cents 
1987-01-29,Higher Oil Prices May Attract Explorers 
1987-01-30,Iraq Iran Crude Oil Still Flowing 
1987-01-31,Us Oil Industry Demands Tax On Canadian 
1987-02-01,Were Heading For Future Energy Crises 
1987-02-03,To Regain Oil Dominance 
1987-02-05,A Mixture Of Oil And Education 
1987-02-09,Opec May Need Output Cut To Maintain Price 
1987-02-10,Texaco Head Higher Prices In Future 
1987-02-17,Analysts Warn That Us May Be Hit By Severe Oil Shortage 
1987-02-21,People Will Be Sitting In Gas Lines A 
1987-02-25,Oil Prices May Continue Fall 
1987-02-26,Nations Oil Output Will Continue To Fall Despite World Price 
1987-02-26,Opec Oil Agreement Is Under Strain 
1987-02-26,Opec Support Price Unraveling Could Hit Low Teens You 
1987-02-28,Gasoline Price Dip Linked To Surplus 
1987-03-01,Gas Price Drops 
1987-03-01,Gas Prices Dropping Glut Cited 
1987-03-01,Gas Prices May Drop Due To Worldwide Oil Surplus 
1987-03-01,Gasoline Prices Expected To Begin Falling In May 
1987-03-01,Gasoline Prices Expected To Fall 
1987-03-01,Gasoline Prices May Take Dive 
1987-03-01,Gasoline Prices Should 90 Down After Recent Rise Experts 
1987-03-01,Iras Prices Expected To Decline 
1987-03-02,Gas Prices May Head Down 
1987-03-02,Gasoline Prices Headed Down 
1987-03-03,Outlook For Gas Prices Improving After Climb 
1987-03-04,Crude Oil Prices Up 
1987-03-04,Petroleum Crude Oil Prices Increase 
1987-03-04,Saudi Oil Production Declines 
1987-03-06,Companies Blame Gas Price Hike On Crude Oil Costs 
1987-03-06,Ts Final Gas Prices Go Up By 760 To P1 But Paterno Says 
1987-03-07,Oil Futures Advance For Fourth Session 
1987-03-08,Editorial The Oil Price Hike 
1987-03-08,Opec Slick Moves Catches Eye Of Industry 
1987-03-10,Crude Oil Prices Decline A Bit 
1987-03-10,Crude Oil Prices Decline Slightly 
1987-03-10,Opec May Be Forced To Cut Prices 
1987-03-10,Readers Forum Need To Push Ahead With Oil Exploration 
1987-03-12,Commodities Energy Futures Rise Oil Supplies Tighten 
1987-03-12,PacificToGulf Crude Oil Pipeline Nations Longest Nearly 
1987-03-13,Stable Oil Prices Seen 
1987-03-13,Texas Senator Wants New Oil Import Fee 
1987-03-14,Saudi Cuts Oil Output To Keep Opec Prices 
1987-03-16,Oil Pipeline Debate Raging On Out West 
1987-03-17,Prices Of Heating Oil Futures Warm Up 
1987-03-18,Saudi To Keep Prices 
1987-03-19,Oil Futures Prices Exceed 19 Barrier 
1987-03-19,Oil Futures Rally To Top 19 Per Barrel 
1987-03-21,Commodities Pork Bellies Up Most Energy Futures Down 
1987-03-22,A Look At The Future Of Oil 
1987-03-22,Futures Traders Talk Down Oil Market Seeking Profit 
1987-03-22,Oil Imports Growing Dependence Renews Some Old Proposals
1987-03-23,More Oil Imports Renew Interest In Strategic Reserve Import 
1987-03-23,Us Oil Imports Again Raise Concern 
1987-03-24,Liquid Gas Has Big Future Apea Chief 
1987-03-24,Natural Gas Producers Expect Price To Rise As Oil 
1987-03-25,Model Lines At Gasoline Pumps Will Be Fault Of Congress 
1987-03-25,Prices Of Energy Futures Move Ahead 
1987-03-25,Spot Price Of Crude On Nits 
1987-03-26,Interior Chief Says Congress Will Overreact To Oil Shortage 
1987-03-26,Prices Of Energy Futures Plummet 
1987-03-27,Steady Hikes Seen At Gasoline Pumps 
1987-03-30,Domestic Crude Oil Is Abundant 
1987-04-01,Hog Futures Up Despite Herd Expansion 
1987-04-02,Higher Trade Surplus Recorded Last Year 
1987-04-05,Oil Pricing Review Over 
1987-04-06,Wholesale Prices Rise 04 Percent 
1987-04-07,Pnog Strike Halts Crude Deliveries 
1987-04-08,Oil Consumption Seen To Fall This Year 
1987-04-08,Survey Shows Low Oil Prices Effects 
1987-04-08,Theres Enough Oil For Now 
1987-04-10,Crude Oil Prices Drop Slightly 
1987-04-10,Local Gas Prices May Continue Increasing As Summer Nears
1987-04-10,Oil Crash Plant Breakdowns Put Mobil 48m Into The Red 
1987-04-11,No Clear Winner Yet In Game Of Chicken Over Crude Oil 
1987-04-12,Future Of Oil Town Looks Cloudy But Hope Prevails 
1987-04-13,Analysts See Oil Prices Stable Or Lower Baldris By Michael 
1987-04-13,Gas Prices Rise Again 
1987-04-13,Gas Prices Rising Analyst Says 
1987-04-14,Texaco Files For Bankruptcy The Biggest Firm In Us Business 
1987-04-14,Texaco Stock Takes Plunge BillionDollar Chapter 1 Filings 
1987-04-16,Industry Report Spurs Energy Futures 
1987-04-17,1 Per Gallon Tax Urged For Gasoline 
1987-04-17,Group Seeks 1 Gasoline Tax 
1987-04-18,Iran Would Prefer A War With Us More Than Iraq 
1987-04-19,Thailand Raising Oil Prices 
1987-04-20,Iran Accuses Superpowers Of Stirring Trouble 
1987-04-21,Oil Drilling In Arctic Wildlife Range Urged 
1987-04-22,Prices Of Oil Futures Move Upward 
1987-04-24,Shell Chief Points To Opportunities In Oil Exuloration 
1987-04-25,Oil Companies Report First Quarter Declines 
1987-04-25,Profits Decline 
1987-04-26,Firms Down Sharply 
1987-04-30,Crude Storage Cheaper Than Tariffs 
1987-04-30,CrudeOil Storage Cheaper Than Tariffs Study Reports 
1987-04-30,Texacos Earnings Drop 64 Percent 
1987-05-01,Natural Gas Law Provision Repeal Slated 
1987-05-04,North Sea Oils New York Connection 
1987-05-05,Aquino Bets Seek Cut In Oil Taxes 
1987-05-05,Lpg Price Not To Be Lowered 
1987-05-06,Santos In Top Shape Despite Oil Prices 
1987-05-08,Stocks Advance On Improved Profit Outlook 
1987-05-10,Us Urges Action On Oil Reserves 
1987-05-11,Gasoline At Si Per Gallon Called A Summer Possibility 
1987-05-11,Western Nations Are Urged To Build Up Emergency Oil Stocks
1987-05-12,Higher Summer Gasoline Prices Off To Early Start 
1987-05-12,Thunderstorms Add Worry To Efforts To Cap Gas Leak 
1987-05-13,Opec Debates Output Limits Amid Stable Prices 
1987-05-13,Opec Split Over Quotas 
1987-05-14,How Pushcart Peddler Becomes Mister Opec 
1987-05-14,Market Record But Rise Is Pegged By Statement 
1987-05-14,Prices Of Gasoline Rise Around State But Not In The City 
1987-05-15,Nations April Wholesale Prices Jump 
1987-05-15,Prices Jump 
1987-05-15,Wholesale Prices Rise In April 
1987-05-16,Harry Neustein From Peddler To Mister Opec 
1987-05-17,Hes Called Mr Opec But Hes No Arab Oil Man 
1987-05-17,Oil Prices Rising Anew 
1987-05-17,Texaco Oil Rig Evacuated 
1987-05-18,Energy Shortages Are Forecast For Nation 
1987-05-19,Market Slump Blamed On Inflation 
1987-05-19,Virginia Gas Prices Expected To Rise 
1987-05-20,Maverick Oil Trader From Pushcart Peddler To Mrs Opec 
1987-05-21,Gas Prices Rise For Holiday Weekend 
1987-05-23,Build Up Our Oil Reserves 
1987-05-24,Gas Prices Creeping Up 
1987-05-25,Sarawak Registers Lower Trade Surplus 
1987-05-25,Us Fears Deeper Soviet Involvement In Gulf 
1987-05-26,Crude Output Will Short Of Target 
1987-05-26,Last Year Prices Dropped 12 Cents A Gallon After Peaking In 
1987-05-26,Warm Winter May Cut Gasoline Prices 
1987-05-27,Increase In Gasoline Prices Anticipated 
1987-05-27,Price At The Gas Pump Expected To Go Over 1 
1987-05-28,Average Price Of Gasoline Likely To Speed Past 1 This Summer
1987-05-28,Gas Prices May Top 1 Mark This Summer 
1987-05-28,Gasoline Price To Rise Past LeaGahon Mark 
1987-05-28,Higher Gas Prices This Summer 
1987-05-29,Nicaragua Seeks New Oil Sources 
1987-05-29,Soviet Union Dispatches Mine Sweepers To Gulf 
1987-05-30,Oil Tanker Cargo Ship Involved In Collision 
1987-05-30,Price Stability May Signal End Of Worst For Oil Industry Slump 
1987-05-30,Ships Collide In Channel 
1987-05-30,Ships Crash In Channel Ramsgate 
1987-05-30,Two Ships Ablaze After Collision 
1987-05-31,Oil Tanker Cargo Ship Crash In English Channel 
1987-05-31,Ships Collide Oil Spill Averted 
1987-05-31,Two Ships Collide In Channel 
1987-05-31,Two Vessels Collide In English Channel 
1987-06-02,Oil Price Ruling Up Tomorrow 
1987-06-05,Crude Oil Prices Rise 
1987-06-06,Crude In The Rocks 
1987-06-07,Oil Overcharges Refunded 
1987-06-08,Gas Prices Continue To Climb 
1987-06-09,Prices Retreat 
1987-06-10,Crude Oil Seen In All Kinds Of Rock 
1987-06-11,I Th Portsmouth Daly Times Thursday June 1 Oil Pipeline 
1987-06-12,Oil Overcharge Refunds Available 
1987-06-14,New Pipeline Will Help Us In Oil Crisis 
1987-06-14,Oil Prices Crack Barrier 
1987-06-15,Alaska Pipeline Decade Old 
1987-06-15,Crude Oil Futures Top 20 Ji Per Barrel 
1987-06-15,Head Of Chevron Expects Opec To Engineer Gentle Rise In 
1987-06-16,Crude Oil Futures Close Above 20 
1987-06-16,Crude Oil Prices Pass 20 Barrier 
1987-06-16,Oil Futures Top 20 A Barrel Analysts Uncertain Of Effect 
1987-06-16,Oil Prices Close Above 20 Mark 
1987-06-16,Price Of Crude Oil Tops 20 Per Barrel 
1987-06-20,Deficit Of Billion Well Within Target For Year 
1987-06-20,Gasoline Prices Are Still Rising 
1987-06-20,Oil Firm Fined For Pollution 
1987-06-20,Opec Likely To Keep 18 Barrel Price 
1987-06-20,Speculation Fuels Rally In Us Oil Futures 
1987-06-21,Celebrate Return Of 20 Oil 
1987-06-21,Oil Futures Prices Pass A Psychological Landmark 
1987-06-21,Oil Up Could Citycounty Be Cure For Crossroads Old Oil Wells
1987-06-22,Government To Lift Oil Market Controls 
1987-06-22,Last Week In Business Oil Prices Rise To Over 20 A 
1987-06-24,Oil Crunch Dissenting View Heard 
1987-06-24,Oil Spill Being Cleaned Up 
1987-06-24,Opec Limits Indon Oil Sales To Japan 
1987-06-25,3 Major Oil Spills Foul Us Waters 
1987-06-25,Iraq Reports Rocket Attack On Ship In Iranian Terminal 
1987-06-25,Not Everyone Sees Oil Crunch Ahead 
1987-06-26,Oil Prices Climb As Opec Mulls Cut 
1987-06-26,Rating Manufacturing Comau Rising Interest Rates And Oil 
1987-06-27,Blistering Buying In Oil Futures 
1987-06-27,Cutbacks Prices Soar 
1987-06-27,Oil Prices Rise Sharply After Opec Agrees To Output Cap 
1987-06-27,Opec Policy Spurs Jump In Oil Prices 
1987-06-28,By Our Best Female Designer Knit Shirts 
1987-06-28,Iran Attacks Tankers Crewman Badly Hurt 
1987-06-28,Iran Attacks Two Supertankers 
1987-06-28,Iran Hits 2 Scandinavian Tankers In Persian Gulf Norwegian 
1987-06-29,Badly Damaged Norwegian Tanker Towed To Dubai 
1987-06-29,Crippled Norwegian Oil Tanker Towed To Bahrain After Attack 
1987-06-29,Damaged Oil Tanker Towed In 
1987-06-29,Oil Prices Rise 
1987-06-29,Opec Limits Output To Bolster Oil Price 
1987-06-29,Opec Production Agreement Lifts Crude Oil Prices 
1987-06-30,Oil Prices Move Upward York Ah 
1987-07-05,Egypt To Increase Oil Flow 
1987-07-06,Iran Iraq Lift Opecs Output Above Ceiling 
1987-07-07,Iraqi Planes Fire Missiles At Gulf Tanker 
1987-07-08,Opec Output Climbs But Oil Prices Remain Strong 
1987-07-08,Refunds Of Fuel Purchases Offered 
1987-07-09,Iranian Boat Attacks Us Tanker Today 
1987-07-09,Iranian Gunboat Shells American Supertanker 
1987-07-09,New York Attack On Us Tanker Increases Prices For Oil 
1987-07-09,Thursday July 9 198 Alaska Feeling Effects Of Burst Oil 
1987-07-10,Attack On Tanker Pushes Oil Prices Past 21 
1987-07-10,Oil Prices Over As Tension By 
